股票代码,股票名称,昨日收盘,今日开盘,今日收盘,最高价,最低价,涨幅(%),成交量,日期
688981,中芯国际,124.05,124.99,128.55,128.99,124.99,3.63,99458326,2026-01-28
603501,韦尔股份,124.86,124.8,128.08,130.86,124.7,2.58,33487014,2026-01-28
000002,万科A,4.75,4.88,4.86,4.93,4.81,2.32,279920784,2026-01-28
